pupyear,sitedate,sitecode,region,lat,longit,brand,adjsex
2005,6/8/2005,SMI,8,34.03,-120.44,2379,F
2005,6/8/2005,SMI,8,34.03,-120.44,2388,F
2005,6/8/2005,SMI,8,34.03,-120.44,2395,F
2005,6/8/2005,SMI,8,34.03,-120.44,2643,F
2005,6/8/2005,SMI,8,34.03,-120.44,2680,F
2005,6/8/2005,SMI,8,34.03,-120.44,2696,F
2005,6/8/2005,SMI,8,34.03,-120.44,2723,F
2005,6/8/2005,SMI,8,34.03,-120.44,2743,F
2005,6/8/2005,SMI,8,34.03,-120.44,2748,F
2005,6/8/2005,SMI,8,34.03,-120.44,2885,F
